DOC_ID,CENTRE,STATUS,TYPE,PLACE_ID,LOCATION,DATE,DURATION,PRICE,VISIBILITY,GOLD_EXCLUSIVE,MOOD,LEVEL,ORGANIZER,ATTENDEES,MAX_PLAYERS,GOOD_PLAYERS,LATE_PLAYERS,NO_SHOW_PLAYERS,RUDE_PLAYERS,INTERESTED
004c7MvU1HV2sCEECJd7,LE FIVE Paris 18,played,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2024-03-31T20:30:00.000Z,90,12,public,false,,,UQf33jQhVZhle917nO0h7D5qclV2,10,10,9,0,0,3,3
00BF1zaBCG19YsYUH4Kk,LE FIVE Bezons,canceled,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190524&2.211796,2024-04-20T17:00:00.000Z,60,10,public,true,Détente,1,F8OFeBWt2GV5OuD545mAhyQYZNZ2,10,10,0,0,0,0,0
00U0qXCGvu3IYEmIo2W7,LE FIVE Paris 13,canceled,captain,ChIJ_bOSChhz5kcRZMTeq_6Gdzg,48.8181615&2.3658793,2024-03-19T20:30:00.000Z,60,14,public,true,Détente,2,3iBCKUmpEMTLAc8TwNoybwyE87L2,5,10,0,0,0,0,0
017hwEou8W0vJY7Gj8Tl,Stadium Antibes,published,pro,ChIJSSGxg-PUzRIRblID9ACQndc,43.6121609&7.122323,2024-04-10T15:00:00.000Z,60,10,public,false,,,w5VZiCXqSxQ40riMnKYLO11xmeJ2,0,10,0,0,0,0,0
01gWCeLNOf9ZGvE3HOpV,Stade Marius Requier,played,captain,ChIJZ99DmFPtyRIRo93gYYOp8b8,43.5039781&5.3911845,2024-04-19T18:45:00.000Z,90,,public,false,Détente,3,ruLZ4XgmuUOFXRWG5v9TTA7lAFt1,10,10,2,0,0,0,0
020f4D3BSwAzUVVtF6tV,UrbanSoccer - Puteaux,canceled,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2024-03-25T11:30:00.000Z,60,5,public,true,Détente,5,BdqIQi5ux9VGLiuIDmH77AkEqWl2,3,10,0,0,0,0,1
02liUQaE4kMfUOE1n7p3,LE FIVE Champigny,played,captain,ChIJsXi1PLYN5kcRTVVDuczgS2s,48.8194084&2.5251846,2024-04-21T10:00:00.000Z,60,10,public,false,Détente,3,KjmHPgd77XVMkfdfsCxoyga5cMI3,10,10,0,0,0,0,2
02sKgeOBTfw8v1batkEo,Parc des sports des Maisons Rouges,published,captain,ChIJlRgC-MAN5kcRniSfE7KINi8,48.8302193&2.5256499,2024-04-06T15:00:00.000Z,150,,public,false,Compétition,3,Oop5m8oYsXSlDV0DeSw40LNzMiH3,12,16,0,0,0,0,0
02yHNwvm27xqIsmA4RcI,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-04-02T17:00:00.000Z,90,15,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,0,10,0,0,0,0,0
04CZXlaO6SgpKgjKxBsC,LE FIVE Marville - La Courneuve,published,pro,ChIJ2dHdMZxr5kcR0aKYHYsp0pY,48.9361223&2.3872592,2024-03-19T16:00:00.000Z,60,7,public,false,,,1GfAHFfqO6dOj37bPrTRuDS5gnk1,0,10,0,0,0,0,1
04HPF5YHd3TkKNMX5ln6,Play Soccer,played,captain,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2024-04-21T14:00:00.000Z,90,12,public,true,Détente,3,8LtkeOuZHeePxfkXdNPmQSr7V9L2,10,10,0,0,0,0,0
05NmvjIL9Zz2EFq5T9MU,Stadium Thiais,played,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-04-20T08:30:00.000Z,90,12,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,10,10,8,0,1,0,2
