DOC_ID,CENTRE,STATUS,TYPE,PLACE_ID,LOCATION,DATE,DURATION,PRICE,VISIBILITY,GOLD_EXCLUSIVE,MOOD,LEVEL,ORGANIZER,ATTENDEES,MAX_PLAYERS,GOOD_PLAYERS,LATE_PLAYERS,NO_SHOW_PLAYERS,RUDE_PLAYERS,INTERESTED
009WVMUB8SoabB5sksSf,LE FIVE Carrières-sous-Poissy,canceled,captain,ChIJ9T4fWfyL5kcRCBX-FyZLvEE,48.9468144&2.0230574,2025-01-19T09:00:00.000Z,90,13,public,false,Détente,3,B1zMPk5SDYbOUjHtt0VqVvYar882,8,10,0,0,0,0,0
00EQYvIUe5cYMXhHhMgU,UrbanSoccer - Angers,published,captain,ChIJBcOLHhJ_CEgRBi_FUHPvAQ0,47.472353&-0.6048954999999999,2025-01-24T19:00:00.000Z,60,8.5,public,true,chill,2,s0b9OGA6qfb5F1ZLbAF03R5EJyI3,1,10,0,0,0,0,0
00RSauljbUThpvtcYB9J,F5 Foot Five,played,captain,ChIJjUbM5G7A9EcRW3mlkrhyXxY,45.7857911&4.905926399999999,2024-12-18T18:30:00.000Z,60,10,public,true,Détente,2,1PoUdhV8l6eqNmmo5gTl5Kekt5o1,10,10,0,0,0,0,0
00TY3i7zHhMoXqDSNsir,LE FIVE Vitrolles,played,captain,ChIJi4A-IrHoyRIRunoYLEGNeYI,43.4338497&5.240971399999999,2024-11-05T16:00:00.000Z,60,10,public,false,Détente,2,teWMuYKiN0QlURxhdtQ5zsXchXH2,10,10,1,0,0,0,0
00U8dpWSlgkFEKopZ6xH,Massilia Five,published,captain,ChIJxZ6UmMW-yRIR7ot5DChYj4w,43.2887115&5.4478345,2024-11-11T07:45:00.000Z,180,20,public,true,Compétition,5,jEpsXrOjTUSmNmignYpy8p7X2bp1,9,10,0,0,0,0,3
00a0l4oHab4oK0h3IwK8,LE FIVE Villette,played,captain,ChIJTUFnQjps5kcR0pHITLTw1PI,48.9070122&2.3861459,2024-11-06T17:00:00.000Z,60,2,public,true,Détente,2,n17yHJyPHFTO7GkOZVPG06hUvK83,10,10,4,0,0,0,8
00eWunNYeKB7TsgFV28H,Foot POWER 5,published,pro,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2025-01-26T17:00:00.000Z,90,12,public,false,,,sss3dYi6nzWd7rEjwcQ30LGKudj1,0,10,0,0,0,0,1
00sYJDX4ZCEFBGTIpEJO,LE FIVE Paris 18,played,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2024-12-16T21:20:00.000Z,90,10,public,false,,,UQf33jQhVZhle917nO0h7D5qclV2,10,10,7,0,0,0,6
0160LEBT6VApNTjmCQDN,Foot POWER 5,played,pro,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2024-12-28T17:00:00.000Z,90,8,public,false,,,sss3dYi6nzWd7rEjwcQ30LGKudj1,10,10,5,0,0,0,4
018YlVxLHjvBz0wuBEpE,We Are Sports,canceled,captain,ChIJFZU5oBHC9EcRJTFrSkI1xxg,45.7113247&4.8761886,2024-11-01T20:00:00.000Z,60,10,public,true,Détente,4,YdCHokT58ebtazdPBvIlHC7TTwE2,7,10,0,0,0,0,0
01HM3YuUWxLtimDvzmTp,LE FIVE Sarcelles,canceled,captain,ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q,48.99782219999999&2.3902225,2024-12-08T10:00:00.000Z,90,13,public,false,Détente,,QYlofCj5evcJQoKp2aKJzMSgmpX2,0,10,0,0,0,0,0
01PCSrhrxZsAHml6YDmC,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-11-25T18:00:00.000Z,90,12,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,0,10,0,0,0,0,0
01UoLJrKUSC5TeIfqt3y,UrbanSoccer - Toulouse Sept Deniers,played,captain,ChIJk5nUBdOkrhIRP-1aUJzo-lA,43.6321552&1.411696,2024-11-16T16:00:00.000Z,60,5,public,true,Détente,2,gYp8FyCQHSN7rsMacmhUVybxTk62,10,10,0,0,0,0,0
01ZoOiRLQjEJ38rL0icI,Top Ten,canceled,captain,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2025-01-16T17:30:00.000Z,90,,public,false,Détente,4,kFNQVJEmKsMgFe6ESrAxEeQuQj32,0,10,0,0,0,0,0
022rdV9v4Zdvg5kaJhFX,UrbanSoccer - Quai d'Ivry,played,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2024-11-27T11:30:00.000Z,60,10,public,true,Détente,3,infaWJdvO6h3DfpjrQh7RSMqWel2,10,10,1,0,0,0,1
02KsKkYMbAZjkvGyc2Hu,Z5 Aix,canceled,captain,ChIJKb-U_9KSyRIRKIFKbH5mW18,43.4787869&5.3969048,2024-12-23T16:30:00.000Z,60,11,public,true,Détente,3,kWD69MQl2aOE7WmgBCzFjAbInPi1,5,10,0,0,0,0,3
02TFRaSZByQAmmhcpOKZ,LE FIVE Paris 18,played,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2024-12-27T20:00:00.000Z,60,10,public,false,,,UQf33jQhVZhle917nO0h7D5qclV2,10,10,7,0,2,1,2
02THAGn8d4o6CGUvwo7q,Firefoot,played,captain,ChIJ0zSROfj15kcR4l0wrCcYPMk,49.0275342&2.1040185,2024-12-28T20:00:00.000Z,90,13,public,false,Détente,,ehIypZTlUoTiFCYc72efbM8ZBRp2,10,10,0,0,0,0,0
02U2LB8KIE23rHx0dWI5,UrbanSoccer - Porte d'Aubervilliers,canceled,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2024-11-02T18:00:00.000Z,60,200,private,true,Détente,2,rkCZjnMvsCTPDTvrAVrezZponbp1,1,4,0,0,0,0,0
02f0QGSeiTsXqlC3vXr7,UrbanSoccer - Puteaux,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2025-01-17T20:00:00.000Z,60,14.5,public,true,Détente,3,SEJEahaqYVVlW05PP2N7hVaKFE72,10,10,1,0,0,0,6
03EQH1umQa7xDJqAakSI,Foot POWER 5,published,pro,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2024-11-28T17:00:00.000Z,90,8,public,false,,,sss3dYi6nzWd7rEjwcQ30LGKudj1,8,10,0,0,0,0,4
03ITuc7T2u05qcfNTGOa,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-11-27T18:45:00.000Z,60,,public,true,chill,3,s33a5d5D5qd1hoChd4yGFvfQSrh1,10,10,0,0,0,0,2
03htjakT7XfaLOOoVvAo,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2024-12-12T21:00:00.000Z,90,15,public,true,Détente,3,GkCpzd1GUZMrlfgGam6LoB28FOy1,10,10,0,0,0,0,0
03rMB5NNk2mjvAuvmrKp,Top Ten,published,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2025-01-22T17:30:00.000Z,90,16.5,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,0,10,0,0,0,0,1
049F8uGhw1dMhVDVr5cx,UrbanSoccer Guyancourt,played,captain,ChIJmdX-2c-A5kcRj1wtOS8rZmo,48.7722091&2.0600292,2025-02-04T12:30:00.000Z,90,12.75,public,true,,2,9hWVsHR3r7ZL5xUO8U1nyjl9TQp2,10,10,0,0,0,0,1
04KoNYE8ggNeHJXXe1ST,UrbanSoccer - Toulouse Montaudran,published,captain,ChIJl772e0u8rhIR2foRX4Xa2CI,43.574642&1.4801835,2025-01-10T19:45:00.000Z,90,14,public,true,Détente,5,ntzmWAjH78SPWaoqkFegTFMthjD2,9,10,0,0,0,0,3
04LvnsxjxV5lM6NtB3mt,Stadium Thiais,played,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511137&2.3715422,2024-11-30T16:30:00.000Z,90,12,public,false,,3,qsKXCOmO16PUGSORL48ZZB6JiJD2,10,10,1,0,0,0,1
04TrIe99cVkt60osyqh5,BIG5,played,captain,ChIJsb_7TJFp5kcRSPL5VqZulr4,48.9901429&2.3617895,2024-12-26T21:00:00.000Z,90,12.5,public,true,Détente,3,7W9gBQYoXFMLNTvNrW5R81sYzJv1,10,10,2,0,0,0,2
04YMwSkG556uVFQP3c5f,Foot-Max Argenteuil,played,pro,ChIJi9oIzaRm5kcRJYcK7QsdRMU,48.9501632&2.2093946,2025-01-11T17:00:00.000Z,90,12,public,false,,,SuEnyPZ4TgNIkt1yap2yJ3ZHO6p1,10,10,10,0,0,2,1
04t4DjQyxXvJCQMHZeP3,Le Street Foot en Salle,played,captain,ChIJt_AXL6Jg5kcRu6rBmnrmeUM,49.0164435&2.181307,2024-12-07T09:30:00.000Z,120,10,public,true,Détente,4,aCPGHZTGQaV2Cbw0D43kNCsMkrg1,12,12,0,0,0,0,1
04wVCyKRdQemM0XVg0le,LE FIVE OL,canceled,captain,ChIJmz3whejH9EcR3j9ApNRukKE,45.7673403&4.9802325,2024-12-08T09:30:00.000Z,90,15,public,false,Détente,3,Sem18sBOCXNsyuHy7Ckan4LrKEE3,7,10,0,0,0,0,0
058i1yhBu2OuAK9vXMIZ,LE FIVE Lens-Liévin,canceled,captain,ChIJ291icE063UcR1gWGn8xhzpw,50.429107&2.742526,2024-12-08T13:00:00.000Z,90,12,public,false,Compétition,,w354bbFdsUaL0D784c6BR7KSv3J3,4,10,0,0,0,0,0
