DOC_ID,CENTRE,STATUS,TYPE,PLACE_ID,LOCATION,DATE,DURATION,PRICE,VISIBILITY,GOLD_EXCLUSIVE,MOOD,LEVEL,ORGANIZER,ATTENDEES,MAX_PLAYERS,GOOD_PLAYERS,LATE_PLAYERS,NO_SHOW_PLAYERS,RUDE_PLAYERS,INTERESTED
00D0EPKylfi3bz0wt7ZI,Game 13 foot indoor,canceled,captain,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2023-10-16T18:30:00.000Z,60,10,public,false,Détente,3,lKLMThLPjqelngNzLYLqbPpFrMy1,10,10,0,0,0,0,0
00HTbiPPxn91ynn7qR1L,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2024-01-07T10:00:00.000Z,60,13,public,true,Détente,3,8pSq46ukNYRkunp16iyKSjoSdy62,10,10,0,0,0,0,0
00KQmUOvGxj4u2l7AKnP,UrbanSoccer - Lille Lezennes,canceled,captain,,50.6169533&3.0995426,2023-09-05T20:00:00.000Z,60,6,public,true,Détente,2,AyWvb8WWUuSRw5ulGIJSB8cIXZ42,5,10,0,0,0,0,0
00LrLdN1UmDSaFH0PwoM,We Are Sports,canceled,captain,ChIJFZU5oBHC9EcRJTFrSkI1xxg,45.7113247&4.8761886,2023-10-29T09:00:00.000Z,60,9,public,false,Détente,,Ic2qWXlRnBdkZl4sR4ku3oARhgD2,11,12,0,0,0,0,0
00NjDYA0rVMKo7x0Z4iR,Footbox,published,captain,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-01-07T17:00:00.000Z,60,10,public,false,Détente,3,IAha6qim1TMXd8wmicFYyoyQFzT2,2,10,0,0,0,0,1
00eHWDuZqESMgqL1WRhK,UrbanSoccer La Défense,draft,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-12-27T17:45:00.000Z,60,,public,false,,,3IzQqVPNQYUb7GO69nYnH8G5ICo1,0,0,0,0,0,0,0
00pEnMODhbHxhdN9bcOs,Stadium Thiais,played,pro,,48.7511024&2.3713455,2023-10-31T16:30:00.000Z,90,10,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,10,10,8,0,0,0,1
00zKqorbhZeaIg0UDJDF,Le 13 - Foot en salle - Marseille,canceled,captain,ChIJR62kUm_ByRIRDnGQqGCeUVQ,43.33370070000001&5.370389599999999,2024-01-23T22:15:00.000Z,60,10,public,false,Détente,3,tYE0hxio2uYHYCahKUN7QqZwcbi1,4,10,0,0,0,0,0
01DNdi3KlujTX6skrg3g,Game 13 foot indoor,played,captain,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2024-01-23T20:30:00.000Z,60,10,public,false,Détente,3,tNI5PAPgX0MDq6T4GlwP3d2ndaO2,10,10,2,0,0,0,0
01JxNMzkCrf2HKGsi0nV,LE FIVE Carrières-sous-Poissy,played,captain,,48.9468144&2.0230574,2023-09-08T20:00:00.000Z,90,12,public,true,,3,Wy3wc8FHaCYWTvZWNBBuL5f6n6n2,10,10,0,0,0,0,0
