DOC_ID,CENTRE,STATUS,TYPE,PLACE_ID,LOCATION,DATE,DURATION,PRICE,VISIBILITY,GOLD_EXCLUSIVE,MOOD,LEVEL,ORGANIZER,ATTENDEES,MAX_PLAYERS,GOOD_PLAYERS,LATE_PLAYERS,NO_SHOW_PLAYERS,RUDE_PLAYERS,INTERESTED
00q4cYFnY6t5WxjUMvva,Stadium Thiais,published,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511137&2.3715422,2024-06-12T15:15:00.000Z,120,10,public,false,Détente,5,Dohg1zNvhsbmGrYuAmExKFyjruw2,9,10,0,0,0,0,1
018b8ZNrIjAz5zBTuOSR,Footbox,published,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-06-11T16:00:00.000Z,60,10,public,false,,,QI89VPazyLhBVnWH871jk4BUEZI3,0,10,0,0,0,0,0
01RMFU73N2LN5cszd8CJ,Gymnase La Source,played,captain,ChIJLxyShoh65kcRlo7nGKetnSk,48.8203685&2.2625015,2024-06-06T10:00:00.000Z,90,,public,false,Détente,2,3Ja1p7gfkDPGOlsd7FghSYOTCQ12,10,10,0,0,0,0,2
01eWbttyZTyQkCi7K3wT,Kinshasa - Test,published,pro,ChIJi2oG_jAxahoRjTdSH05-ixY,-4.3032527&15.310528,2024-05-23T18:30:00.000Z,60,10,public,false,,,zCvsukfMuuffsuPpSTQwb7MusMD2,0,10,0,0,0,0,0
01qdf0Z7LF1SOBlZr8td,LE PARK Complexe Multisports,played,captain,ChIJdUHbID8O5kcRV5lQhiHTvhs,48.8337843&2.5728501,2024-06-21T18:00:00.000Z,60,10,public,true,Compétition,3,XqKE77KP75T9tQkX3sg8AfmykyP2,10,10,0,0,0,0,2
01qnIzuGpW2D06vgHNnf,Centre Sportif La Plaine,canceled,captain,ChIJv16PJUhx5kcRP0QsPZ8Q3hA,48.82766849999999&2.2949908,2024-06-16T07:00:00.000Z,180,,public,false,Compétition,4,XnvW9brVmuclYXS7MIYBC1ThD8e2,12,16,0,0,0,0,0
021MZFRh1Cd1o5Aihr5b,Collège Guy Môquet,played,captain,ChIJfe9FI1Rv5kcR6yjkcHHqfuA,48.93444059999999&2.2874109,2024-06-05T16:45:00.000Z,120,,public,false,Détente,3,y7uLtCHCXkbKa9haHdXVldqvXLt2,10,10,6,0,0,0,2
02hHcNs8Gw2JpRfOJJY3,UrbanSoccer Meudon,published,captain,ChIJ0WKvjbh75kcRoqSmyWwW2jQ,48.80013599999999&2.2140811,2024-06-08T08:45:00.000Z,90,15,public,true,Détente,2,pEECss4j50W8ucK2SfoOEv8EejU2,7,10,0,0,0,0,0
02pSTGgsvt5LWAllp3cE,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-05-31T17:10:00.000Z,60,14,public,true,Détente,2,ed9kZe8xX2Ug3IpkygNdcmSPMKp2,10,10,4,0,0,0,2
037cftDAAWjlQbv6cGNH,UrbanSoccer - Lille Lezennes,played,captain,ChIJR3ro5nTWwkcRfM_S3Be9HjI,50.6162725&3.0998108,2024-06-09T17:00:00.000Z,120,13.5,public,true,Compétition,3,xR4ED6qRzmg0HreT9TkBwvuQM912,10,10,3,0,0,0,4
03rCmXBZbhMiLg0PsyEi,Stadium Thiais,played,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-06-10T20:00:00.000Z,90,12,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,10,10,9,1,1,0,3
041PxSkaySMibhpZXtHE,LE FIVE Morangis,played,captain,ChIJA4uAhOXZ5UcRp-vZXZP-ovY,48.692672&2.3192811,2024-05-30T09:00:00.000Z,90,4,public,false,Détente,,g5OrId1Nw3ZdLj3cSX79Pm7UBBk2,10,10,2,0,0,0,1
049aNcNuOKWi6WQOVoKw,Stade de la grenouillère,played,captain,ChIJ72-ON8135kcR__Ke_xtObCM,48.763303&2.2958683,2024-06-06T17:30:00.000Z,120,,public,false,Compétition,5,m1RCJr9UmVM2FHP7iZ0AwlMom5m1,14,14,2,0,0,0,1
04apejfNHa6hrkdXuJ02,Stadium Thiais,played,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511137&2.3715422,2024-06-22T09:00:00.000Z,90,,public,false,Détente,3,6e2dxJZGfFRH4UiaWL2w9VxDHkx1,10,10,7,0,0,0,5
05PFxBHrpWMMp2ia4YO0,Footbox,canceled,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-05-24T18:00:00.000Z,60,10,public,false,,,QI89VPazyLhBVnWH871jk4BUEZI3,0,10,0,0,0,0,0
06NM9rQ5g118YsmE3Cw3,UrbanSoccer Guyancourt,played,captain,ChIJmdX-2c-A5kcRj1wtOS8rZmo,48.7722091&2.0600292,2024-06-02T14:00:00.000Z,60,10,public,true,Détente,3,QwYarSqCnAZIWOnSW3M8AZj1o8x1,10,10,3,0,0,0,0
06aSVh1BvYOzBQud9TGW,LE FIVE Marville - La Courneuve,published,pro,ChIJ2dHdMZxr5kcR0aKYHYsp0pY,48.9361223&2.3872592,2024-05-28T15:00:00.000Z,60,7,public,false,,,1GfAHFfqO6dOj37bPrTRuDS5gnk1,1,10,0,0,0,0,0
070YGELYT3SyEySvtjFX,BIG5,played,captain,ChIJsb_7TJFp5kcRSPL5VqZulr4,48.99014649999999&2.3617836,2024-06-06T16:50:00.000Z,60,10,public,true,Détente,4,JN0pFhl2VjNEyenRnTQ1X2MVkk02,10,10,2,0,0,0,0
07dBRT35plTIpQqo9TFY,Stadium Thiais,canceled,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511137&2.3715422,2024-05-31T17:00:00.000Z,90,15,public,false,Compétition,5,oZmW7ZAvcyRPQezg0quKQYAm8zF2,0,0,0,0,0,0,2
08hEWsVEHRLraBmPG0p9,UrbanSoccer - Puteaux-République,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2024-06-10T16:20:00.000Z,60,13,public,true,Détente,2,OMXylGmWiEfVbIxdZA9RSnibVuw1,10,10,5,0,0,0,2
08kLTpSPErv6NgjgwMGJ,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-06-10T13:00:00.000Z,90,8,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,0,10,0,0,0,0,0
095rKaNKseKfGpH3rs8y,LE FIVE Montreuil,published,pro,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2024-05-24T21:00:00.000Z,60,8,public,false,,,u9uC1vjdcdQ3UqNxI0SiFxor0m43,0,10,0,0,0,0,0
0981oBnHFaVjz0QD6TD5,LE FIVE Paris 18,played,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2024-06-20T15:00:00.000Z,60,5,public,false,,,UQf33jQhVZhle917nO0h7D5qclV2,10,10,10,0,0,0,5
0ARzQP0qg8BygwRBINK7,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-06-02T10:00:00.000Z,60,14.5,public,true,Détente,3,1EITptXeNqgB1d5AOnv9MtwkKbB2,10,10,0,0,0,0,1
0Aa8Wi2nqLszBvBnpzMF,Top Ten,played,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2024-05-29T19:30:00.000Z,90,16.5,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,10,10,4,0,0,0,1
0CLXgAfQuDV4uyb3pCBr,LE FIVE Orléans Fleury,published,pro,ChIJsYfwe3n75EcRnjpH9sw356Q,47.9415754&1.9358176,2024-06-11T20:30:00.000Z,60,9.5,public,false,,,aK807pAjR0fYf1xp6STGgehCREy2,0,10,0,0,0,0,0
0Elz62DDEu3bF4dElhfL,UrbanSoccer - Puteaux-République,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2024-06-16T16:30:00.000Z,60,12,public,true,Détente,3,t7zuUcMvKVUWUUs0gIIpRyU0NiJ2,10,10,6,0,0,1,6
0GcBIQZKBmp4i1PkUGhu,LE FIVE Paris 17,canceled,captain,ChIJ7eI8sFNv5kcR5xy52Wc57NU,48.900032&2.3213449,2024-05-26T09:00:00.000Z,60,10,public,true,Détente,2,z43LmFf8aGMmwIHmlsvbivDp1S93,0,0,0,0,0,0,0
