DOC_ID,CENTRE,STATUS,TYPE,PLACE_ID,LOCATION,DATE,DURATION,PRICE,VISIBILITY,GOLD_EXCLUSIVE,MOOD,LEVEL,ORGANIZER,ATTENDEES,MAX_PLAYERS,GOOD_PLAYERS,LATE_PLAYERS,NO_SHOW_PLAYERS,RUDE_PLAYERS,INTERESTED
00DGQXeWqAz0UDraRIyX,UrbanSoccer - Lyon Barolles,canceled,captain,ChIJN4l-IC3v9EcRf9QJKIVC_aY,45.6837539&4.7725939,2024-01-31T17:30:00.000Z,60,9.5,public,true,Détente,3,QZkoFqXhHCYRkY6JIU2zhWVTjrf2,9,10,0,0,0,0,0
00LwjmzZM54oiCeZpqUz,LE PARK Complexe Multisports,canceled,captain,ChIJdUHbID8O5kcRV5lQhiHTvhs,48.8337843&2.5728501,2024-02-03T09:15:00.000Z,90,10.5,public,false,Détente,2,9dfxOVkH5hUeQBphmBdnpqnF6JD3,10,10,0,0,0,0,0
00pmhG4IkKds1ZDVdsso,Foot POWER 5,canceled,pro,,48.960066&2.2061913,2024-02-06T17:00:00.000Z,90,5,public,false,,,sss3dYi6nzWd7rEjwcQ30LGKudj1,0,10,0,0,0,0,0
01jD9vZcBDyWmvyuUi4d,Complexe sportif de l'île des Vannes,published,captain,ChIJTZWfSNNv5kcRmHP3Tz0AJ6A,48.9188419&2.3245603,2024-02-11T15:45:00.000Z,120,,public,false,Détente,4,Csrh8EMzKaZCCcCZeEhs2tGGZRr1,15,16,0,0,0,0,0
02VnHmYYH6sbXXDTODQa,Stadium Thiais,hidden,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-02-09T19:30:00.000Z,90,15,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,0,12,0,0,0,0,1
02oYRZOn2hoOvj1GYNYI,LE FIVE Montreuil,played,captain,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8607303&2.4650432,2024-02-16T19:00:00.000Z,60,11,public,false,Détente,2,OSQT5gb0Z5ZECKUkDBdExpQsTAt1,10,10,3,0,0,0,2
03jCUUDgnvIJmGI1aTpZ,Stade René Rousseau,canceled,captain,ChIJW8VHHR5x5kcRd0HZj0ue2J0,48.8004766&2.3162301,2024-02-03T18:30:00.000Z,60,,public,false,Compétition,3,NRgkwdg1YybP9ZmtB5S7CHLR0rt1,2,10,0,0,0,0,0
07Z3DpIFAKDNjltMy6W4,LE FIVE Paris 17,played,captain,ChIJ7eI8sFNv5kcR5xy52Wc57NU,48.900032&2.3213449,2024-02-15T19:00:00.000Z,60,12,public,true,Détente,3,7UQsJI5HsCc20DDCu4vV95Wz1wJ2,10,10,2,0,1,0,1
08Zp0qD4ZAdUqoFvMtdn,Stade Élisabeth,played,captain,ChIJkXj9tq5x5kcROlxynHzTh9o,48.8207737&2.3270972,2024-01-31T19:45:00.000Z,60,2,public,false,Détente,1,8i5faoQkJ4YSkhRB5skPBLiEh1G3,14,14,4,0,0,0,6
09FVWQ33bZwuLRgheAiW,Stadium Thiais,played,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-01-31T21:00:00.000Z,90,14,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,10,10,4,0,0,1,1
0Bxzdf9PgpAkyYQWKOcV,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-02-16T18:00:00.000Z,60,15,public,true,Compétition,5,1CFh6t2f5UazSJwlC4OFZyh3EoV2,10,10,2,0,0,0,0
0CobgVmYUQp1TA5LzROe,Halle Georges Carpentier,published,captain,ChIJnXkSwCty5kcR-nlHXNFQlg4,48.82020139999999&2.3672361,2024-02-19T14:30:00.000Z,120,,public,false,Détente,2,FYfgfT1shkXXyaMI4sZTA7d9Qdw2,1,12,0,0,0,0,0
0DEKlSnSJDyZIOCcXTiQ,Halle Georges Carpentier,published,captain,ChIJnXkSwCty5kcR-nlHXNFQlg4,48.82020139999999&2.3672361,2024-02-12T14:30:00.000Z,120,,public,false,Détente,,FYfgfT1shkXXyaMI4sZTA7d9Qdw2,4,12,0,0,0,0,2
0FEQfPCLdRNmCoOBLOD5,La Plaine des Sports - Université Paris-Saclay,canceled,captain,ChIJv4ZkWb5_5kcRkQ23aJHNq24,48.71200899999999&2.1560772,2024-02-11T14:00:00.000Z,90,,public,false,Détente,3,s1eo4MV4gLdD17mf1RxuRaEJ7612,16,16,0,0,0,0,0
0Gng63Jo4lWk79qXzxak,Complexe sportif Arrighi - Stade - Gymnase - Tennis,played,captain,ChIJdY7UfIRz5kcRyDIR404fW5A,48.7830911&2.3989573,2024-02-15T19:00:00.000Z,120,,private,false,Détente,4,5v9WX6HkohWW6s4r8BR39p1iJxu1,16,16,8,0,0,0,3
0HYYaFddLdK15GZBWWPs,Parc Sainte Barbe,played,captain,ChIJtw301r5w5kcRvRjidiuAyaw,48.7922897&2.2913469,2024-02-01T12:00:00.000Z,120,,public,false,Détente,4,rzC8A0bd4afb9AWrHKlCPT9461y1,16,16,12,0,0,12,2
0IdWKtGl31brXm3zdrXC,Massilia Foot Indoor 2,canceled,captain,ChIJxZ6UmMW-yRIRfYNGGPPJfIU,43.3266563&5.3836488,2024-02-16T20:00:00.000Z,60,10,public,false,Détente,3,OArLthkKM4gEcA8qItrfPvJY4HI3,7,10,0,0,0,0,0
0JLl6YWydBCgCC5hUna4,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-01-31T19:45:00.000Z,60,15,public,true,Détente,3,ujrkM923ZkZfdxOxjC0wVMcRqxw1,10,10,2,0,0,0,3
0KdVGZV1jSWm23pw5UHC,Z5 Aix,played,captain,ChIJKb-U_9KSyRIRKIFKbH5mW18,43.4787869&5.3969048,2024-02-04T18:00:00.000Z,60,11,public,false,Détente,,XgMQLOLWkfdQq8BZDtEpH1cah8U2,10,10,3,0,0,0,0
0L7A0E8Q24uSVqU6MjN8,UrbanSoccer - Porte d'Aubervilliers,canceled,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2024-01-30T19:15:00.000Z,45,12,public,true,Compétition,2,f4ONjQqLUCeKawfjjxJqtdoFLXd2,10,10,0,0,0,0,0
0LBNiGH2YSqSbL3SE5mC,"Plateau sportif Langevin, Gennevilliers",canceled,captain,ChIJufyQ7mpv5kcR-d-H3ZeTPb4,48.9278928&2.2874652,2024-02-01T17:45:00.000Z,60,,public,false,Compétition,,IPBsO07hSPQnWzruNVQADGFnN7F2,8,10,0,0,0,0,1
