DOC_ID,CENTRE,STATUS,TYPE,PLACE_ID,LOCATION,DATE,DURATION,PRICE,VISIBILITY,GOLD_EXCLUSIVE,MOOD,LEVEL,ORGANIZER,ATTENDEES,MAX_PLAYERS,GOOD_PLAYERS,LATE_PLAYERS,NO_SHOW_PLAYERS,RUDE_PLAYERS,INTERESTED
02ONDHsCzZCSenzyjUdl,Game 13 foot indoor,played,captain,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2024-03-01T18:30:00.000Z,60,10,public,false,Détente,3,KToYmCQ2guXoIRW7kIoZeOMjzPd2,10,10,3,0,1,0,0
02P4Ad46JMOKQr3nHXVI,LE FIVE Montreuil,published,pro,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2024-02-27T09:00:00.000Z,60,7,public,false,,,u9uC1vjdcdQ3UqNxI0SiFxor0m43,0,10,0,0,0,0,0
03U0BusYBA2ehxFNqCat,LE FIVE Créteil,published,pro,ChIJ88lx3VwL5kcRVxCh4lD6_Gk,48.7643086&2.4706522,2024-03-04T16:00:00.000Z,60,7,public,false,,,ZmXMWx7aTdPoPkkGOWa2HIQVblq2,0,10,0,0,0,0,0
054LzgxfFoyCi9uysTMF,UrbanSoccer - Toulouse Sept Deniers,canceled,captain,ChIJk5nUBdOkrhIRP-1aUJzo-lA,43.6321552&1.411696,2024-02-27T19:15:00.000Z,60,11,public,true,Détente,2,XyuJ4eIkcaNqAXtc3Y3ANuwT2753,10,10,0,0,0,0,0
05aIcVcjhLmmedzGEbvt,UrbanSoccer Meudon,played,captain,ChIJ0WKvjbh75kcRoqSmyWwW2jQ,48.80013599999999&2.2140811,2024-03-07T21:00:00.000Z,60,11,public,true,Détente,3,DzXoAwFO67eqgYhEBTmS2Va4enn1,10,10,0,0,0,0,0
08Np2EEXEHjhMhmzBTVI,LE FIVE Villette,played,captain,ChIJTUFnQjps5kcR0pHITLTw1PI,48.9070122&2.3861459,2024-02-20T21:00:00.000Z,60,12,public,false,Détente,3,jksmqX3GNoNUbwisiQn5lc58sUE2,10,10,3,0,0,0,4
08W0LADJ4wauu89kNGI4,Stade Des Courtilles,canceled,captain,ChIJ83HS9ldv5kcR-plMKkHPNTA,48.929137&2.2834726,2024-02-20T17:30:00.000Z,120,,public,false,,4,OUDonTRM5JTwDDmUMOikuN6wCKz1,7,14,0,0,0,0,0
094U8qF1YeG0JgK0IvRf,UrbanSoccer La Défense,canceled,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-02-20T17:30:00.000Z,90,22.5,public,true,Détente,2,SLO1tgT1KXPgnCIgq3IVJlkgpZu1,9,10,0,0,0,0,0
09ALDJSxcbHbF4k5EW4K,LE FIVE Montreuil,published,pro,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2024-02-23T16:30:00.000Z,90,11.5,public,false,,,u9uC1vjdcdQ3UqNxI0SiFxor0m43,0,10,0,0,0,0,0
0ABB07nbLDsRXWQzuFcp,LE FIVE Marville - La Courneuve,published,pro,,48.9361223&2.3872592,2024-03-01T16:00:00.000Z,60,7,public,false,,,1GfAHFfqO6dOj37bPrTRuDS5gnk1,0,10,0,0,0,0,0
0D3OpfQxhXyxYUJXdCyr,Footbox,published,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-03-02T19:00:00.000Z,60,10,public,false,,,QI89VPazyLhBVnWH871jk4BUEZI3,0,10,0,0,0,0,0
0DG5IHKOlB134FZlGo3g,Complexe Sportif de la Plaine Delaune,played,captain,ChIJLxGtAxBr5kcRLQmkAUjfWKY,48.9606187&2.3835395,2024-03-04T19:00:00.000Z,60,,public,false,Compétition,4,wbm507mCG1d5eRTeTu5PvINASEO2,14,14,3,0,0,0,2
0E77UyEl2vedpZcqG9Uq,Gymnase Japy,canceled,captain,ChIJjSwEGPZt5kcRwOzDxHPp9SQ,48.855835&2.3820976,2024-02-21T11:00:00.000Z,60,15,public,false,Détente,2,fWGP3ztjvyRqOzVkuH4ktcQZ03s2,4,12,0,0,0,0,0
0FoLn4Q2lFEHF7uHfjpY,UrbanSoccer - Puteaux,canceled,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2024-03-07T11:00:00.000Z,60,11.5,public,true,Détente,3,jV7IvYbIjPQ4xm56MmYUh7G1G3E3,9,10,0,0,0,0,0
0H9hUD1hLOIknb0wp5Yb,UrbanSoccer - Lyon Parilly,canceled,captain,ChIJx3FQWjLC9EcRrrQb2eV7i_4,45.7120399&4.9039284,2024-03-06T17:30:00.000Z,60,10.5,public,true,Détente,,xbpm22AaGYSjpLAqRvDkPryrvIG3,9,10,0,0,0,0,0
0I3i3XASNRCxubYOoaXE,GOPARK INTERIEUR - Paintball et trampolines parc,played,captain,ChIJ2cJmdhf15kcRQ4mUOxIVzd0,49.045624&2.0799886,2024-03-02T13:00:00.000Z,120,10,public,false,Détente,2,lnHz9jTuArhJVNtMHfp8fEOx8Hw2,10,10,2,0,0,0,2
0Iw4TmfrCmDNn5ZZ7xf0,Stadium Thiais,played,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511137&2.3715422,2024-02-20T16:00:00.000Z,120,10,public,false,Détente,3,Dohg1zNvhsbmGrYuAmExKFyjruw2,10,10,1,0,0,0,0
0K3WosezFvhO0SvIMAsV,FOOT INDOOR Marseille,played,captain,ChIJ41AMCxC8yRIRLHLGt11sc-U,43.2859688&5.4882746,2024-02-27T21:00:00.000Z,60,10,public,false,Détente,3,wOzjc7m7V2dOtsxwwsK4L4a82uv2,10,10,2,0,0,0,0
0MNRT61uN1LvfFNzDuNj,F5 Foot Five,played,captain,ChIJjUbM5G7A9EcRW3mlkrhyXxY,45.7857911&4.905926399999999,2024-03-07T20:00:00.000Z,60,10,public,false,Détente,3,XILh80rxOWU9Wthgc3wM6Y8CL8D3,10,10,0,0,0,0,0
0MpDkR7tCZ3KZIXIfkKf,UrbanSoccer - Quai d'Ivry,published,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199885&2.3936463,2024-02-22T21:30:00.000Z,90,12,private,true,Competition,3,aaVBCgFxeONfNb58OYibE4JHVNi2,5,10,0,0,0,0,0
0NhL4BeAsKI4P63x3wvJ,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-03-04T19:00:00.000Z,60,,public,true,Compétition,,iSjunp0dG3c3WuBgtf3KMtyh28F3,10,10,4,0,0,0,5
